suburb,postcode,state
Mepunga East,3277,VIC
Mepunga,3277,VIC
Nullawarre,3268,VIC
Panmure,3265,VIC
Nullawarre North,3268,VIC
Laang,3265,VIC
Nirranda East,3268,VIC
Nirranda,3268,VIC
Curdievale,3268,VIC
Mepunga West,3277,VIC
Tyrendarra East,3285,VIC
Allansford,3277,VIC
Cudgee,3265,VIC
Alexandra,3714,VIC
Devils River,3714,VIC
Taylor Bay,3713,VIC
Acheron,3714,VIC
Whanregarwen,3714,VIC
Buxton,3711,VIC
Taggerty,3714,VIC
Gobur,3719,VIC
Yarck,3719,VIC
Thornton,3712,VIC
Eildon,3713,VIC
Marysville,3779,VIC
Narbethong,3778,VIC
Limestone,3717,VIC
Terip Terip,3719,VIC
Fawcett,3714,VIC
Kanumbra,3719,VIC
Maintongoon,3714,VIC
Koriella,3714,VIC
Cathkin,3714,VIC
Rubicon,3712,VIC
Murrindindi,3717,VIC
Toolangi,3777,VIC
Kinglake,3763,VIC
Homewood,3717,VIC
Yea,3717,VIC
Kinglake West,3757,VIC
Flowerdale,3658,VIC
Kinglake Central,3757,VIC
Castella,3777,VIC
Ruffy,3666,VIC
Caveat,3660,VIC
Dropmore,3660,VIC
Killingworth,3717,VIC
Kerrisdale,3660,VIC
Strath Creek,3658,VIC
Molesworth,3718,VIC
Pheasant Creek,3757,VIC
Glenburn,3717,VIC
Ghin Ghin,3717,VIC
Research,3095,VIC
North Warrandyte,3113,VIC
Kangaroo Ground,3097,VIC
Wattle Glen,3096,VIC
Plenty,3090,VIC
Diamond Creek,3089,VIC
Hurstbridge,3099,VIC
Yarrambat,3091,VIC
Christmas Hills,3775,VIC
Panton Hill,3759,VIC
St Andrews,3761,VIC
Cottles Bridge,3099,VIC
Nutfield,3099,VIC
Watsons Creek,3097,VIC
Doreen,3754,VIC
Smiths Gully,3760,VIC
Arthurs Creek,3099,VIC
Strathewen,3099,VIC
Bend Of Islands,3097,VIC
St Arnaud,3478,VIC
St Arnaud East,3477,VIC
Avon Plains,3477,VIC
Paradise,3477,VIC
Tottington,3477,VIC
Navarre,3384,VIC
Stuart Mill,3477,VIC
Carapooee West,3477,VIC
Carapooee,3477,VIC
Dalyenong,3477,VIC
Redbank,3477,VIC
Sutherland,3477,VIC
Moolerr,3477,VIC
Gre Gre North,3477,VIC
St Arnaud North,3477,VIC
Swanwater,3477,VIC
Coonooer West,3477,VIC
Swanwater West,3480,VIC
Gooroc,3477,VIC
Rich Avon East,3480,VIC
Rich Avon West,3480,VIC
Banyena,3388,VIC
York Plains,3477,VIC
Marnoo East,3477,VIC
Traynors Lagoon,3477,VIC
Marnoo,3387,VIC
Bolangum,3387,VIC
Gre Gre South,3477,VIC
Gre Gre,3477,VIC
Beazleys Bridge,3477,VIC
Rostron,3477,VIC
Winjallok,3477,VIC
Moyreisk,3477,VIC
Slaty Creek,3477,VIC
Kooreh,3477,VIC
Lake Fyans,3381,VIC
Bellfield,3381,VIC
Lake Lonsdale,3381,VIC
Glenorchy,3385,VIC
Stawell,3380,VIC
Illawarra,3381,VIC
Callawadda,3387,VIC
Wallaloo East,3387,VIC
Kanya,3387,VIC
Halls Gap,3381,VIC
Fyans Creek,3381,VIC
Mokepilly,3381,VIC
Wal Wal,3385,VIC
Lubeck,3385,VIC
Riachella,3385,VIC
Ledcourt,3385,VIC
Mount Dryden,3381,VIC
Deep Lead,3385,VIC
Landsborough West,3384,VIC
Wattle Creek,3384,VIC
Tulkara,3384,VIC
Concongella,3384,VIC
Bellellen,3381,VIC
Grays Bridge,3477,VIC
Wallaloo,3387,VIC
Marnoo West,3387,VIC
Zumsteins,3401,VIC
Greens Creek,3387,VIC
Morrl Morrl,3387,VIC
Campbells Bridge,3387,VIC
Joel Joel,3384,VIC
Germania,3387,VIC
Bulgana,3377,VIC
Joel South,3384,VIC
Shays Flat,3377,VIC
Elwood,3184,VIC
Balaclava,3183,VIC
St Kilda,3182,VIC
St Kilda West,3182,VIC
Ripponlea,3185,VIC
Windsor,3181,VIC
South Melbourne,3205,VIC
Middle Park,3206,VIC
Albert Park,3206,VIC
Avoca,3467,VIC
Rathscar,3465,VIC
Glenbrae,3352,VIC
Moonambel,3478,VIC
Glenlofty,3469,VIC
Mount Lonarch,3468,VIC
Trawalla,3373,VIC
Burnbank,3371,VIC
Lamplough,3352,VIC
Homebush,3465,VIC
Rathscar West,3465,VIC
Chute,3373,VIC
Warrenmang,3478,VIC
Percydale,3478,VIC
Waterloo,3373,VIC
Tanwood,3478,VIC
Nowhere Creek,3469,VIC
Lexton,3352,VIC
Landsborough,3384,VIC
Amphitheatre,3468,VIC
Glenpatrick,3469,VIC
Langi Kal Kal,3352,VIC
Barkly,3384,VIC
Frenchmans,3384,VIC
Beaufort,3373,VIC
Snake Valley,3351,VIC
Cross Roads,3373,VIC
Stockyard Hill,3373,VIC
Raglan,3373,VIC
Lake Wongan,3373,VIC
Lake Goldsmith,3373,VIC
Mena Park,3373,VIC
Nerring,3373,VIC
Hillcrest,3351,VIC
Carngham,3351,VIC
Brewster,3352,VIC
Chepstowe,3351,VIC
Main Lead,3373,VIC
Stoneleigh,3373,VIC
Mount Emu,3351,VIC
Carranballac,3361,VIC
Queenscliff,3225,VIC
Swan Island,3225,VIC
Leongatha,3953,VIC
Meeniyan,3956,VIC
Mirboo North,3871,VIC
Venus Bay,3956,VIC
Darlimurla,3871,VIC
Walkerville South,3956,VIC
Walkerville,3956,VIC
Tarwin Lower,3956,VIC
Stony Creek,3957,VIC
Tarwin,3956,VIC
Middle Tarwin,3956,VIC
Leongatha South,3953,VIC
Koonwarra,3954,VIC
Nerrena,3953,VIC
Hallston,3953,VIC
Baromi,3871,VIC
Gunyah,3960,VIC
Dumbalk North,3956,VIC
Dollar,3871,VIC
Koorooman,3953,VIC
Boorool,3953,VIC
Wild Dog Valley,3953,VIC
Mount Eccles,3953,VIC
Fairbank,3951,VIC
Walkerville North,3956,VIC
Allambee South,3871,VIC
Port Welshpool,3965,VIC
Toora,3962,VIC
Foster,3960,VIC
Sandy Point,3959,VIC
Yanakie,3960,VIC
Waratah Bay,3959,VIC
Fish Creek,3959,VIC
Port Franklin,3964,VIC
Foster North,3960,VIC
Woorarra West,3960,VIC
Binginwarri,3966,VIC
Toora North,3962,VIC
Hedley,3967,VIC
Welshpool,3966,VIC
Hazel Park,3966,VIC
Woorarra East,3962,VIC
Wonga,3960,VIC
Turtons Creek,3960,VIC
Mount Best,3960,VIC
Wilsons Promontory,3960,VIC
Korumburra,3950,VIC
Kardella South,3950,VIC
Korumburra South,3950,VIC
Bena,3951,VIC
Jumbunna,3951,VIC
Arawata,3951,VIC
Kardella,3951,VIC
Ranceby,3951,VIC
Poowong,3988,VIC
Jeetho,3945,VIC
Whitelaw,3950,VIC
Hamilton,3300,VIC
Coleraine,3315,VIC
Balmoral,3407,VIC
Konongwootong,3315,VIC
Rocklands,3401,VIC
Vasey,3407,VIC
Englefield,3407,VIC
Gringegalgona,3315,VIC
Coojar,3315,VIC
Brit Brit,3315,VIC
Hilgay,3315,VIC
Culla,3315,VIC
Harrow,3317,VIC
Tarrayoukyan,3315,VIC
Pigeon Ponds,3407,VIC
Wootong Vale,3315,VIC
Croxton East,3301,VIC
Bochara,3301,VIC
Yulecart,3301,VIC
Mount Napier,3301,VIC
Gazette,3289,VIC
Yatchaw,3301,VIC
Tabor,3289,VIC
Buckley Swamp,3301,VIC
Byaduk North,3300,VIC
Tarrington,3301,VIC
Woodhouse,3294,VIC
Cavendish,3314,VIC
Mooralla,3314,VIC
Melville Forest,3315,VIC
Hensley Park,3301,VIC
Karabeal,3294,VIC
Mirranatwa,3294,VIC
Victoria Valley,3294,VIC
Strathkellar,3301,VIC
Warrayure,3301,VIC
Moutajup,3294,VIC
Grampians,3314,VIC
Victoria Point,3294,VIC
Morgiana,3301,VIC
Prahran,3181,VIC
Toorak,3142,VIC
Armadale,3143,VIC
Malvern,3144,VIC
Kooyong,3144,VIC
Malvern East,3145,VIC
Tamleugh,3669,VIC
Euroa,3666,VIC
Marraweeney,3669,VIC
Strathbogie,3666,VIC
Boho,3669,VIC
Upton Hill,3664,VIC
Longwood,3665,VIC
Nagambie,3608,VIC
Bailieston,3608,VIC
Kirwans Bridge,3608,VIC
Wirrate,3608,VIC
Moormbool West,3523,VIC
Graytown,3608,VIC
Goulburn Weir,3608,VIC
Wahring,3608,VIC
Tabilk,3607,VIC
Locksley,3665,VIC
Arcadia South,3631,VIC
Miepoll,3666,VIC
Riggs Creek,3666,VIC
Moglonemby,3666,VIC
Upotipotpon,3669,VIC
Koonda,3669,VIC
Earlston,3669,VIC
Balmattum,3666,VIC
Kelvin View,3666,VIC
Kithbrook,3666,VIC
Sheans Creek,3666,VIC
Gooram,3666,VIC
Longwood East,3666,VIC
Mitchellstown,3608,VIC
Pranjip,3666,VIC
Molka,3666,VIC
Creightons Creek,3666,VIC
Torquay,3228,VIC
Jan Juc,3228,VIC
Moriac,3240,VIC
Gnarwarre,3221,VIC
Freshwater Creek,3217,VIC
Barrabool,3221,VIC
Mount Moriac,3240,VIC
Bellbrae,3228,VIC
Bells Beach,3228,VIC
Modewarre,3240,VIC
Paraparap,3240,VIC
Buckley,3240,VIC
Anglesea,3230,VIC
Gherang,3240,VIC
Eastern View,3231,VIC
Fairhaven,3231,VIC
Bambra,3241,VIC
Winchelsea,3241,VIC
Aireys Inlet,3231,VIC
Winchelsea South,3241,VIC
Moggs Creek,3231,VIC
Deans Marsh,3235,VIC
Lorne,3232,VIC
Pennyroyal,3235,VIC
Benwerrin,3235,VIC
Wensleydale,3241,VIC
Boonah,3235,VIC
Big Hill,3231,VIC
Wurdiboluc,3241,VIC
Swan Hill,3585,VIC
Robinvale,3549,VIC
Wemen,3549,VIC
Lake Powell,3597,VIC
Tol Tol,3549,VIC
Liparoo,3549,VIC
Happy Valley,3549,VIC
Annuello,3549,VIC
Boundary Bend,3599,VIC
Bannerton,3549,VIC
Manangatang,3546,VIC
Bolton,3546,VIC
Nyah West,3595,VIC
Nyah,3594,VIC
Beverford,3590,VIC
Waitchie,3544,VIC
Turoar,3546,VIC
Gerahmin,3546,VIC
Chinkapook,3546,VIC
Piangil,3597,VIC
Woorinen South,3588,VIC
Woorinen,3589,VIC
Tresco West,3584,VIC
Lake Boga,3584,VIC
Polisbet,3585,VIC
Ultima,3544,VIC
Murrawee,3586,VIC
Tyntynder,3586,VIC
Woorinen North,3589,VIC
Tresco,3583,VIC
Wandown,3549,VIC
Kooloonong,3597,VIC
Narrung,3597,VIC
Kenley,3597,VIC
Natya,3597,VIC
Wood Wood,3596,VIC
Cocamba,3546,VIC
Winnambool,3546,VIC
Miralie,3596,VIC
Gowanford,3544,VIC
Chinangin,3544,VIC
Murnungin,3544,VIC
Tyntynder South,3586,VIC
Kunat,3585,VIC
Ultima East,3544,VIC
Goschen,3585,VIC
Pental Island,3586,VIC
Castle Donnington,3585,VIC
Winlaton,3585,VIC
Fish Point,3585,VIC
Vinifera,3591,VIC
Chillingollah,3585,VIC
Murraydale,3586,VIC
Towan,3596,VIC
Nyrraby,3585,VIC
Swan Hill West,3585,VIC
Pira,3585,VIC
Nowie,3585,VIC
Bulga,3586,VIC
Tallangatta,3700,VIC
Bellbridge,3691,VIC
Bethanga,3691,VIC
Talgarno,3691,VIC
Jarvis Creek,3700,VIC
Georges Creek,3700,VIC
Bullioh,3700,VIC
Old Tallangatta,3701,VIC
Tallangatta South,3701,VIC
Granya,3701,VIC
Corryong,3707,VIC
Eskdale,3701,VIC
Tallangatta Valley,3701,VIC
Mitta Mitta,3701,VIC
Walwa,3709,VIC
Cudgewa,3705,VIC
Tallandoon,3701,VIC
Tallangatta East,3700,VIC
Guys Forest,3709,VIC
Koetong,3704,VIC
Shelley,3701,VIC
Berringama,3691,VIC
Lucyvale,3691,VIC
Biggara,3707,VIC
Thowgla Valley,3707,VIC
Towong Upper,3707,VIC
Tom Groggin,3707,VIC
Pine Mountain,3709,VIC
Bungil,3691,VIC
Thologolong,3691,VIC
Colac Colac,3707,VIC
Towong,3707,VIC
Burrowye,3709,VIC
Tintaldra,3708,VIC
Mount Alfred,3709,VIC
Wangaratta,3677,VIC
Wangaratta South,3678,VIC
Waldara,3678,VIC
Londrigan,3678,VIC
Everton Upper,3678,VIC
Boorhaman,3678,VIC
Springhurst,3682,VIC
Tarrawingee,3678,VIC
Killawarra,3678,VIC
Boorhaman North,3685,VIC
Peechelba East,3678,VIC
Wangandary,3678,VIC
Byawatha,3678,VIC
Murmungee,3747,VIC
Bowmans Forest,3735,VIC
East Wangaratta,3678,VIC
Boorhaman East,3678,VIC
Everton,3678,VIC
Boralma,3682,VIC
North Wangaratta,3678,VIC
Bowser,3678,VIC
Dockers Plains,3678,VIC
Bobinawarrah,3678,VIC
Myrrhee,3732,VIC
Whitfield,3733,VIC
Edi,3678,VIC
Moyhu,3732,VIC
Oxley,3678,VIC
Cheshunt South,3678,VIC
Milawa,3678,VIC
Whorouly,3735,VIC
Greta South,3675,VIC
Hansonville,3675,VIC
Carboor,3678,VIC
Greta West,3675,VIC
Meadow Creek,3678,VIC
Rose River,3678,VIC
Whitlands,3678,VIC
Laceby,3678,VIC
Greta,3675,VIC
Docker,3678,VIC
Markwood,3678,VIC
Oxley Flats,3678,VIC
Cheshunt,3678,VIC
King Valley,3678,VIC
Edi Upper,3678,VIC
Whorouly East,3735,VIC
Whorouly South,3735,VIC
Port Albert,3971,VIC
Robertsons Beach,3971,VIC
Manns Beach,3971,VIC
Yarram,3971,VIC
Woodside,3874,VIC
Giffard,3851,VIC
Snake Island,3971,VIC
Jack River,3971,VIC
Hunterston,3971,VIC
Langsborough,3971,VIC
McLoughlins Beach,3874,VIC
Woodside Beach,3874,VIC
Darriman,3851,VIC
Tarra Valley,3971,VIC
Macks Creek,3971,VIC
Blackwarry,3844,VIC
Carrajung,3844,VIC
Devon North,3971,VIC
Calrossie,3971,VIC
Won Wron,3971,VIC
Alberton,3971,VIC
Tarraville,3971,VIC
Gelliondale,3971,VIC
Alberton West,3971,VIC
Giffard West,3851,VIC
Carrajung South,3844,VIC
Willung South,3847,VIC
Carrajung Lower,3844,VIC
Staceys Bridge,3971,VIC
Madalya,3971,VIC
Hiawatha,3971,VIC
Wonyip,3962,VIC
Gormandale,3873,VIC
Stratford,3862,VIC
Perry Bridge,3862,VIC
Meerlieu,3862,VIC
Cobains,3851,VIC
Moornapa,3862,VIC
Stockdale,3862,VIC
Briagolong,3860,VIC
Myrtlebank,3851,VIC
Clydebank,3851,VIC
Hollands Landing,3862,VIC
The Heart,3851,VIC
East Sale,3852,VIC
Sale,3850,VIC
Lake Wellington,3851,VIC
Maffra,3860,VIC
Heyfield,3858,VIC
Glenmaggie,3858,VIC
Coongulla,3860,VIC
Arbuckle,3858,VIC
Crookayan,3858,VIC
Budgee Budgee,3862,VIC
Miowera,3862,VIC
Moroka,3860,VIC
Buragwonduc,3858,VIC
Wrathung,3860,VIC
Tamboritha,3858,VIC
Toolome,3860,VIC
Nap Nap Marra,3860,VIC
Sargood,3858,VIC
Worrowing,3858,VIC
Wrixon,3860,VIC
Gillum,3858,VIC
Koorool,3860,VIC
Woods Point,3723,VIC
Boisdale,3860,VIC
Valencia Creek,3860,VIC
Newry,3859,VIC
Walhalla,3825,VIC
Yangoura,3858,VIC
Woolenook,3860,VIC
Maffra West Upper,3859,VIC
Seaton,3858,VIC
Crooked River,3862,VIC
Billabong,3858,VIC
Bushy Park,3860,VIC
Riverslea,3860,VIC
Bundalaguah,3851,VIC
Licola,3858,VIC
Tinamba West,3859,VIC
Monomak,3860,VIC
Glenfalloch,3858,VIC
Dawson,3858,VIC
Tinamba,3859,VIC
Walhalla East,3825,VIC
Longford,3851,VIC
Rosedale,3847,VIC
Seaspray,3851,VIC
The Honeysuckles,3851,VIC
Dutson Downs,3851,VIC
Golden Beach,3851,VIC
Loch Sport,3851,VIC
Dutson,3851,VIC
Willung,3847,VIC
Glomar Beach,3851,VIC
Paradise Beach,3851,VIC
Winnindoo,3858,VIC
Cowwarr,3857,VIC
Denison,3858,VIC
Nambrok,3847,VIC
Pearsondale,3851,VIC
Kilmany,3851,VIC
Hiamdale,3847,VIC
Callignee South,3844,VIC
Callignee North,3844,VIC
Stradbroke,3851,VIC
Wurruk,3850,VIC
Edenhope,3318,VIC
Wombelano,3409,VIC
Dorodong,3312,VIC
Langkoop,3318,VIC
Kadnook,3318,VIC
Neuarpurr,3413,VIC
Minimay,3413,VIC
Peronne,3413,VIC
Goroke,3412,VIC
Gymbowen,3401,VIC
Charam,3318,VIC
Karnak,3401,VIC
Ullswater,3318,VIC
Ozenkadnook,3413,VIC
Patyah,3318,VIC
Bringalbert,3319,VIC
Kaniva,3419,VIC
Nurcoung,3401,VIC
Miga Lake,3409,VIC
Apsley,3319,VIC
Poolaijelo,3312,VIC
Connewirricoo,3318,VIC
Benayeo,3319,VIC
Powers Creek,3312,VIC
Lillimur,3420,VIC
Serviceton,3420,VIC
Telopea Downs,3420,VIC
Lawloit,3418,VIC
Miram,3415,VIC
Mont Albert North,3129,VIC
Box Hill South,3128,VIC
Box Hill,3128,VIC
Box Hill North,3129,VIC
Mitcham,3132,VIC
Vermont South,3133,VIC
Forest Hill,3131,VIC
Blackburn South,3130,VIC
Burwood East,3151,VIC
Blackburn,3130,VIC
Blackburn North,3130,VIC
Yan Yean,3755,VIC
South Morang,3752,VIC
Epping,3076,VIC
Mernda,3754,VIC
Woodstock,3751,VIC
Humevale,3757,VIC
Eden Park,3757,VIC
Whittlesea,3757,VIC
Wollert,3750,VIC
Beveridge,3753,VIC
Donnybrook,3064,VIC
Mill Park,3082,VIC
Thomastown,3074,VIC
Lalor,3075,VIC
Wodonga,3690,VIC
West Wodonga,3690,VIC
Baranduda,3691,VIC
Ebden,3691,VIC
Killara,3691,VIC
Leneva,3691,VIC
Bonegilla,3691,VIC
Bandiana,3691,VIC
Barnawartha North,3691,VIC
Gateway Island,3691,VIC
Huon Creek,3691,VIC
Castle Creek,3691,VIC
Hoppers Crossing,3029,VIC
Werribee,3030,VIC
Tarneit,3029,VIC
Laverton North,3026,VIC
Williams Landing,3027,VIC
Lucas,3350,VIC
Wyndham Vale,3024,VIC
Chirnside Park,3116,VIC
Abbotsford,3067,VIC
Fulham,3851,VIC
Woori Yallock,3139,VIC
Yarra Junction,3797,VIC
East Warburton,3799,VIC
Warburton,3799,VIC
Point Cook,3030,VIC
Skinners Flat,3518,VIC
Leongatha North,3953,VIC
Wooreen,3953,VIC
Lilydale,3140,VIC
Fitzroy,3065,VIC
Mardan,3953,VIC
Berrys Creek,3953,VIC
Swan Bay,3225,VIC
Wentworth,3875,VIC
Hill End,3825,VIC
Mooroolbark,3138,VIC
Armstrong Creek,3217,VIC
Cherrypool,3401,VIC
Brimpaen,3401,VIC
Delegate River,3888,VIC
Big Pats Creek,3799,VIC
Cowangie,3506,VIC
Richmond,3121,VIC
Nilma,3821,VIC
Collingwood,3066,VIC
Wannon,3301,VIC
Wargan,3505,VIC
Tarrenlea,3315,VIC
Burnley,3121,VIC
Bullumwaal,3875,VIC
Nirranda South,3268,VIC
Cremorne,3121,VIC
Dumbalk,3956,VIC
Glen Valley,3898,VIC
Llowalong,3862,VIC
Eynesbury,3338,VIC
Glen Wills,3898,VIC
Bulart,3314,VIC
Ada,3833,VIC
Boolarong,3960,VIC
St Helens,3285,VIC
Pentland Hills,3341,VIC
Mountain Bay,3723,VIC
Winslow,3281,VIC
Mount Mercer,3352,VIC
Buffalo,3958,VIC
Girgarre East,3616,VIC
Catumnal,3537,VIC
Maindample,3723,VIC
Korobeit,3341,VIC
Glenmore,3340,VIC
Glenluce,3451,VIC
Glen Alvie,3979,VIC
Agnes,3962,VIC
Krowera,3945,VIC
Toorongo,3833,VIC
Omeo Valley,3898,VIC
Munro,3862,VIC
Glenisla,3314,VIC
Crossover,3821,VIC
W Tree,3885,VIC
Clifton Hill,3068,VIC
Coldstream,3770,VIC
Werribee South,3030,VIC
Ballangeich,3279,VIC
Killarney,3283,VIC
Ruby,3953,VIC
Butchers Ridge,3885,VIC
Merrinee,3496,VIC
McMahons Creek,3799,VIC
Lardner,3821,VIC
Montgomery,3851,VIC
Chapel Flat,3352,VIC
Childers,3824,VIC
Airly,3851,VIC
Cloverlea,3822,VIC
Gritjurk,3315,VIC
Walpa,3875,VIC
Warrong,3283,VIC
Gatum,3407,VIC
Cobbannah,3862,VIC
Iguana Creek,3875,VIC
Gainsborough,3822,VIC
Neerim,3831,VIC
Longwarry North,3816,VIC
Bennison,3960,VIC
Patchewollock,3491,VIC
Powelltown,3797,VIC
Woodglen,3875,VIC
Glenaladale,3864,VIC
Codrington,3285,VIC
Cocoroc,3030,VIC
Quandong,3030,VIC
Mambourin,3024,VIC
Princes Hill,3054,VIC
Don Valley,3139,VIC
Millgrove,3799,VIC
Launching Place,3139,VIC
Wesburn,3799,VIC
Gladysdale,3797,VIC
Three Bridges,3797,VIC
Gilderoy,3797,VIC
Healesville,3777,VIC
Hoddles Creek,3139,VIC
Yellingbo,3139,VIC
Beenak,3139,VIC
Upwey,3158,VIC
Tecoma,3160,VIC
Belgrave,3160,VIC
Belgrave Heights,3160,VIC
Belgrave South,3160,VIC
Olinda,3788,VIC
Selby,3159,VIC
The Patch,3792,VIC
Silvan,3795,VIC
Kallista,3791,VIC
Ferny Creek,3786,VIC
Mount Dandenong,3767,VIC
Sassafras,3787,VIC
Sherbrooke,3789,VIC
Kalorama,3766,VIC
Narre Warren East,3804,VIC
Monbulk,3793,VIC
Montrose,3765,VIC
Tremont,3785,VIC
Mount Evelyn,3796,VIC
Wandin North,3139,VIC
Badger Creek,3777,VIC
Chum Creek,3777,VIC
Yarra Glen,3775,VIC
Steels Creek,3775,VIC
Dixons Creek,3775,VIC
Fernshaw,3778,VIC
Mount Toolebewong,3777,VIC
Tarrawarra,3775,VIC
Seville East,3139,VIC
Seville,3139,VIC
Yering,3770,VIC
Gruyere,3770,VIC
Wandin East,3139,VIC
Macclesfield,3782,VIC
Cambarville,3779,VIC
Reefton,3799,VIC
Hopetoun,3396,VIC
Woomelang,3485,VIC
Yaapeet,3424,VIC
Beulah,3395,VIC
Rosebery,3395,VIC
Lascelles,3487,VIC
Speed,3488,VIC
Turriff,3488,VIC
Albacutya,3424,VIC
Warracknabeal,3393,VIC
Brim,3391,VIC
Murtoa,3390,VIC
Rupanyup,3388,VIC
Cannum,3393,VIC
Crymelon,3393,VIC
Aubrey,3393,VIC
Bangerang,3393,VIC
Areegra,3480,VIC
Boolite,3392,VIC
Willenabrina,3393,VIC
Lah,3393,VIC
Kellalac,3393,VIC
Wallup,3401,VIC
Kewell,3390,VIC
Sheep Hills,3392,VIC
Baw Baw Village,3833,VIC
French Island,3921,VIC
Elizabeth Island,3921,VIC
Brumby,3885,VIC
Fairy Dell,3875,VIC
Stirling,3893,VIC
Double Bridges,3893,VIC
Tambo Crossing,3893,VIC
Nelse,3699,VIC
Timbarra,3885,VIC
Merrijig,3875,VIC
Tabberabbera,3875,VIC
Ryans,3875,VIC
Seacombe,3851,VIC
Flamingo Beach,3851,VIC
Wallagaraugh,3891,VIC
Bellbird Creek,3889,VIC
Buldah,3890,VIC
Bete Bolong North,3888,VIC
Yalmy,3885,VIC
Bogong,3699,VIC
Tanjil,3825,VIC
Boola,3825,VIC
Amor,3825,VIC
Caringal,3825,VIC
Jericho,3825,VIC
Toombon,3825,VIC
Aberfeldy,3825,VIC
Gentle Annie,3833,VIC
Loch Valley,3833,VIC
Archerton,3723,VIC
Mysia,3518,VIC
Cochranes Creek,3475,VIC
McIntyre,3472,VIC
Cowa,3862,VIC
Hawkhurst,3862,VIC
Wabonga,3678,VIC
Irishtown,3451,VIC
Blakeville,3342,VIC
Roses Gap,3385,VIC
Waterholes,3875,VIC
Muskerry,3557,VIC
Coral Sea,4810,QLD
Aramac,4726,QLD
Muttaburra,4732,QLD
Bangall,4730,QLD
Tablederry,4732,QLD
Cornish Creek,4732,QLD
Ibis,4726,QLD
Pelican Creek,4726,QLD
Upper Cornish Creek,4726,QLD
Galilee,4726,QLD
Upland,4726,QLD
Atherton,4883,QLD
Lake Tinaroo,4872,QLD
Walkamin,4872,QLD
Tolga,4882,QLD
Tinaroo,4872,QLD
Kairi,4872,QLD
Danbulla,4872,QLD
Barrine,4872,QLD
East Barron,4883,QLD
Upper Barron,4883,QLD
Wongabel,4883,QLD
Carrington,4883,QLD
Aurukun,4892,QLD
Badu Island,4875,QLD
Torres Strait,4875,QLD
Dirranbandi,4486,QLD
Bollon,4488,QLD
Mungindi,2406,QLD
St George,4487,QLD
Hebel,4486,QLD
Bamaga,4876,QLD
Moura,4718,QLD
Camboon,4719,QLD
Callide,4715,QLD
Pheasant Creek,4702,QLD
Westwood,4702,QLD
Dululu,4702,QLD
Wowan,4702,QLD
Dumpy Creek,4702,QLD
Dixalea,4702,QLD
Dumgree,4715,QLD
Ulogie,4702,QLD
Smoky Creek,4702,QLD
Kokotungo,4702,QLD
Baralaba,4702,QLD
Argoon,4702,QLD
Mount Murchison,4715,QLD
Dakenba,4715,QLD
Biloela,4715,QLD
Valentine Plains,4715,QLD
Lawgi Dawes,4716,QLD
Thangool,4716,QLD
Prospect,4715,QLD
Orange Creek,4715,QLD
Greycliffe,4715,QLD
Warnoah,4718,QLD
Alberta,4702,QLD
Roundstone,4718,QLD
Glenmoral,4719,QLD
Banana,4702,QLD
Woolein,4702,QLD
Theodore,4719,QLD
Lonesome Creek,4719,QLD
Tarramba,4702,QLD
Castle Creek,4715,QLD
Isla,4719,QLD
Barcaldine,4725,QLD
Grant,4725,QLD
Tara Station,4725,QLD
Saltern Creek,4725,QLD
Barcaldine Downs,4725,QLD
Home Creek,4725,QLD
Moombria,4725,QLD
Evora,4725,QLD
Windorah,4481,QLD
Jundah,4736,QLD
Springsure,4722,QLD
Rolleston,4702,QLD
Carnarvon Park,4722,QLD
Arcturus,4722,QLD
Orion,4722,QLD
Togara,4702,QLD
Humboldt,4702,QLD
Coorumbene,4702,QLD
Lowesby,4702,QLD
Albinia,4722,QLD
Cona Creek,4722,QLD
Nandowrie,4722,QLD
Arcadia Valley,4702,QLD
Rewan,4702,QLD
Consuelo,4702,QLD
Wealwandangie,4722,QLD
Buckland,4722,QLD
Mantuan Downs,4722,QLD
Minerva,4722,QLD
Cairdbeign,4722,QLD
Jimboomba,4280,QLD
Munruben,4125,QLD
Greenbank,4124,QLD
New Beith,4124,QLD
North Maclean,4280,QLD
South Maclean,4280,QLD
Park Ridge South,4125,QLD
Chambers Flat,4133,QLD
Logan Reserve,4133,QLD
Buccan,4207,QLD
Logan Village,4207,QLD
Stockleigh,4280,QLD
Cedar Grove,4285,QLD
Cedar Vale,4285,QLD
Tamborine,4270,QLD
Mundoolun,4285,QLD
Cedar Creek,4207,QLD
Boyland,4275,QLD
Kagaru,4285,QLD
Undullah,4285,QLD
Tamborine Mountain,4272,QLD
Witheren,4275,QLD
Cainbable,4285,QLD
Benobble,4275,QLD
Sarabah,4275,QLD
Canungra,4275,QLD
Ferny Glen,4275,QLD
Illinbah,4275,QLD
Flying Fox,4275,QLD
Wonglepong,4275,QLD
Beechmont,4211,QLD
Southern Lamington,4211,QLD
Binna Burra,4211,QLD
Running Creek,4287,QLD
Lyons,4124,QLD
Tabooba,4285,QLD
Gleneagle,4285,QLD
Veresdale,4285,QLD
Biddaddaba,4275,QLD
Tabragalba,4285,QLD
Birnam,4285,QLD
Beaudesert,4285,QLD
Mount Barney,4287,QLD
Kooralbyn,4285,QLD
Palen Creek,4287,QLD
Rathdowney,4287,QLD
Mount Lindesay,4287,QLD
Knapp Creek,4285,QLD
Bromelton,4285,QLD
Lamington,4285,QLD
Allenview,4285,QLD
