name,age,location,link,about,height,hair_color,body_art
Grapealicious,28,Milton Keynes,https://juicy-adult.com/#/public/r1MxaYMZJxb,I'm just a young girl looking for fun,"1.60m (5' 3"")",Light brown,A secret one
putthefireout,27,Milton Keynes,https://juicy-adult.com/#/public/BkTWYZVbygZ,I want a muscley man to throw me over his shoulder and fuck me til I cum,"1.59m (5' 3"")",Black,Earrings
funseeker,36,Milton Keynes,https://juicy-adult.com/#/public/SkDwzbkeW,my ex couldn't deal with how open i wanted our relationship so here i am free and single again,"1.56m (5' 1"")",Dark brown,Earrings
Untanny,32,Milton Keynes,https://juicy-adult.com/#/public/Hkb-j-MZklW,Just come back from working in Marbella for 2 years and everyone back here seems boring now. Hoping there will be some proper fun on here.....,"1.56m (5' 1"")",Light brown,Earrings
TheBodyStocking,37,Sawston,https://juicy-adult.com/#/public/rkkeFI4Z1gZ,"I live in Sawston near Cambridge with my boyfriend and I am trying to persuade him to spice up our sex life. Any guys who might be interested in threesome fun with a couple, please message. I have not told my boyfriend about this yet, I want to find the right guy first. Message with your stats and details please.","1.69m (5' 7"")",Dark brown,None
lucydiamond,29,Bedford,https://juicy-adult.com/#/public/BkXWgfB-1x-,"Sorry that I cannot show my face here, but I assure you, you won't be disappointed. Primary School Teacher hence the discretion required. Looking for fun basically...any guys up to the challenge?","1.70m (5' 7"")",Dark brown,None
CuddlyandFun,26,Bedford,https://juicy-adult.com/#/public/HkJb25DWyeW,"Playful and sexy looking for fun with like minded guys, no hassle, no pressure, just fun!","1.64m (5' 5"")",Blonde,None
BigMama34,35,Bedford,https://juicy-adult.com/#/public/HJlbOdPWJeZ,"Big, Bold & Beautiful....all for you!","1.65m (5' 5"")",Black,Earrings
bouncingtigger,30,Bedford,https://juicy-adult.com/#/public/Bk_gSCgW1eb,"i got the nickname tigger about 10 years ago and i have kept it up, I think it describes me quite well :)","1.62m (5' 4"")",Light brown,Earrings
ursforthetaking,31,Bedford,https://juicy-adult.com/#/public/HkjxYA8Z1e-,"I think my pics and name tell the story...I love being taken doggy style either pussy or anal. More than one guy welcome, I wanna be used.","1.67m (5' 6"")",Light brown,Tattoo
naughtyromance,31,Basingstoke,https://juicy-adult.com/#/public/H1LF2Zb1lb,I am looking for a regular partner to have some real dirty times with but still without the soppy romance!!!!,"1.60m (5' 3"")",Black,Earrings
BarelyLegal98,19,Basingstoke,https://juicy-adult.com/#/public/H1JesGwWkxZ,I need some fun in my life! If you like what you see then come say hello!,"1.74m (5' 9"")",Dark brown,Earrings
strangeoutlook,29,Basingstoke,https://juicy-adult.com/#/public/SJBrXSW1xW,I believe that our bodies are meant to connect regularly as we are nothing but mammals. I guess to some people it is a strange outlook on things,"1.74m (5' 9"")",Dark brown,Earrings
DiscoverMe,28,Basingstoke,https://juicy-adult.com/#/public/rJN2RWbkeZ,"Inexperienced sexually, looking for a guy with patience who can teach me and help me improve my technique. Like more mature men, married is OK as I am totally discreet. Let's chat here and discover if we match and go from there. Thank you.","1.71m (5' 7"")",Dark brown,More than one
paradisebeaut,27,Basingstoke,https://juicy-adult.com/#/public/BJEW5PG-klZ,I am young free and single. Love to party and enjoy myself. Looking for like minded people to have fun and casual sex with.,"1.66m (5' 5"")",Blonde,Tattoo
truthfulliars,36,Basingstoke,https://juicy-adult.com/#/public/SJ1xhyfZJl-,"I love banana's, can I taste your's? ;-)","1.50m (4' 11"")",Dark brown,Tattoo
MeNYou,33,Basingstoke,https://juicy-adult.com/#/public/rycZ_QZ1lZ,I am looking for someone to come and play with my boobs. Since having them done I feel so sexy and confident. I just can't keep my hands off them!,"1.79m (5' 10"")",Dark brown,Tattoo
LibbytheO,32,Basingstoke,https://juicy-adult.com/#/public/H1ylo9mbkl-,I want someone to join me in having great sex,"1.57m (5' 2"")",Blonde,Tattoo
sex1stlove2nd,32,Basingstoke,https://juicy-adult.com/#/public/S1NutQWklb,"i am looking for someone to have sex with then see where things go, maybe a relationship.","1.58m (5' 2"")",Dark brown,More than one
moneyprotector,31,Alton,https://juicy-adult.com/#/public/r1w-22QZkl-,I need a sexy guy to show me a good time,"1.57m (5' 2"")",Black,More than one
brunette27,28,Coggeshall,https://juicy-adult.com/#/public/BkHxTYDWygb,Who says that blondes have all the fun? I am here to prove that theory wrong...let's do it together.,"1.70m (5' 7"")",Dark brown,None
Wheyi,33,Selborne,https://juicy-adult.com/#/public/HkggterbkxW,Looking for some fun with interesting people,"1.65m (5' 5"")",Dark brown,Earrings
OutsideFun,28,Grantchester,https://juicy-adult.com/#/public/HJfWRbWZJxZ,"Love being naked outdoors and having sex fun ... as nature intended! Slightly limited with the UK weather but role on Summer!!! if a walk in the country and sex in the open is your thing, message me.","1.70m (5' 7"")",Dark brown,Earrings
juicycat,34,Compton,https://juicy-adult.com/#/public/rygtNEW1eZ,Horny cat wanting a bit of fun! any horny Tom's out there?,"1.65m (5' 5"")",Dark brown,Earrings
RegularGoGirl,38,Didcot,https://juicy-adult.com/#/public/ryDERgbkeZ,"I really love passionate sex, if you are the same then message me and lets get together. I don't like one night stands to be honest, I would prefer a regular guy to meet with.","1.61m (5' 3"")",Dark blonde,Tattoo
PregnantNSingle,32,Didcot,https://juicy-adult.com/#/public/BkUQ5LbklZ,"My boyfriend left me when he found out I was pregnant. He never wanted kids and was going to make me get rid of it. Since I've got no one to satisfy me now, I was hoping this site will help.","1.71m (5' 7"")",Dark blonde,Earrings
FindmeaMaster,30,Didcot,https://juicy-adult.com/#/public/SydCvLZylW,"I've always wanted to be dominated, I've just never found anyone that has the balls to do it. Hence why I'm on here.... to find my master.","1.74m (5' 9"")",Dark brown,Earrings
lightscamera,27,Didcot,https://juicy-adult.com/#/public/Sy5gBMOW1gZ,I am young free and single,"1.62m (5' 4"")",Light brown,Tattoo
megsknowsbest,38,Lewes,https://juicy-adult.com/#/public/BkBco7ZJg-,too many sleepless nights waiting up for my husband. need some sex with a stranger before we have any kids,"1.64m (5' 5"")",Dark brown,Earrings
Pauline4Fun,34,Hardwick,https://juicy-adult.com/#/public/r1wW1ywZklb,"Single & looking for some sex fun but need to be discreet as I am a teacher. I love role plays so if you have any favourites or ideas, send me a message, maybe we can act them out together.","1.68m (5' 6"")",Dark blonde,Tattoo
Sallut,27,Iffley,https://juicy-adult.com/#/public/By8lkW-byl-,"I have a wild side that I am very eager to explore, maybe you could join in the fun?","1.64m (5' 5"")",Black,Earrings
milkyaffair,23,Kingston,https://juicy-adult.com/#/public/BJeO3Q-ygb,I am a little messy and play with my food before eating lol. I am looking for a married man to come and have an affair with me. I have never done it before and it's high up on my bucket list,"1.69m (5' 7"")",Light brown,Tattoo
Viela,29,Bevendean,https://juicy-adult.com/#/public/HJdeETe-JgZ,I love to tease and seduce and try new things,"1.56m (5' 1"")",Black,Earrings
whatacracker,34,Fulbourn,https://juicy-adult.com/#/public/HJAtnH-Jxb,"Studying and training now complete and time to have some fun. If you like what you see then say hello, don't be shy guys.","1.67m (5' 6"")",Dark blonde,Tattoo
Nympho4321,25,Cambridge,https://juicy-adult.com/#/public/ByObPBVb1lZ,Young self confessed nymphomaniac who can't get enough sex. I live just outside Cambridge next to some meadows. Take me there and show me what you got!,"1.71m (5' 7"")",Dark blonde,None
Funpursuit,27,Cambridge,https://juicy-adult.com/#/public/ryix9gvbkgb,"I am not sure I need a reason to be here other than being very very horny, say hello and lets get to having the time of our lives","1.63m (5' 4"")",Blonde,None
GoodBye2Love,30,Cambridge,https://juicy-adult.com/#/public/SkTlcBmZkxb,"Soy una mujer seria y discreta que paso de rollos raros y complicaciones. Quiero conocer alguien para cortar con la monotonia de la soledad. Soy directa con lo que quiero. (I am a straightforward, conservative and discrete woman... looking for someone special to cut through life monotony and some lonely nights)","1.70m (5' 7"")",Black,None
NSAwanted,29,Cambridge,https://juicy-adult.com/#/public/Byr8GdWkxZ,Message me if you want no strings attached sex,"1.60m (5' 3"")",Dark brown,Tattoo
Ulom29,31,Cambridge,https://juicy-adult.com/#/public/B1RiVmW1eb,"Hey all you sexy guys out there. I am looking for either a relationship or pure sex. I love sex and I love exploring new things and positions. I love giving and receiving oral sex, my friends know me as the ""magical head fairy""...yummmy I can't wait!!!","1.68m (5' 6"")",Dark blonde,Earrings
jamyheart,32,Cambridge,https://juicy-adult.com/#/public/rJssRMWklZ,"Sex on my mind, I love guys that are good in bed!","1.68m (5' 6"")",Light brown,More than one
forloveorfun,32,Cambridge,https://juicy-adult.com/#/public/HJnlxMr-1gb,"Let's start here and see what I can find :) not sure what it is I am looking for, maybe you can tell me what you have to offer.","1.70m (5' 7"")",Dark brown,Earrings
claire,32,Cambridge,https://juicy-adult.com/#/public/By2A6--Jl-,"horny guys write me, please have a pic, I like to see who I am chatting with..","1.65m (5' 5"")",Auburn/Red,Earrings
MamaBoom,35,Cambridge,https://juicy-adult.com/#/public/S1pb3Bb1lZ,Looking for submissive boys/men who know how to do as they are told or Mama gets angry! Message and tell Mama what you like....,"1.66m (5' 5"")",Dark brown,Tattoo
sweetsensations,36,Cambridge,https://juicy-adult.com/#/public/SyugIUNZJlZ,I need a good hard fuck!,"1.64m (5' 5"")",Light brown,Piercing
bdsmqueen,37,Cambridge,https://juicy-adult.com/#/public/Sk3KIbZ1gW,Tie me up and spank me good!! I get a lot of pleasure from pain!,"1.70m (5' 7"")",Dark brown,Earrings
urlover,37,Cambridge,https://juicy-adult.com/#/public/Bkh-RVWygb,"I'm a normal fun kinda girl, I stay indoors a lot so yea it gets kinda lonely, spend a lot of time on my computer and I love getting naughty and kinky on cam. love sex chatting too and meeting new people!","1.70m (5' 7"")",Not Given,Earrings
ora,38,Cambridge,https://juicy-adult.com/#/public/r1FmVOZkxZ,"I wanna have some fun! I enjoy a good cyber session, dirty chats and picture swapping!","1.70m (5' 7"")",Black,Earrings
moneyhasnohoney,24,Cambridge,https://juicy-adult.com/#/public/BJZ5nX-klZ,"I married a rich guy but he's never fucked me right, can you help?","1.53m (5' 0"")",Light brown,A secret one
Nimu,23,Cambridge,https://juicy-adult.com/#/public/r14-XbPWyxW,Naughty woman after an older man to corrupt me and make me his little slut. I am willing to learn from someone with experience.,"1.63m (5' 4"")",Black,Earrings
Grely22,24,Cambridge,https://juicy-adult.com/#/public/B1-kczWJl-,"I have a bunch of colourful toys that I love playing with occasionally, if you would like to join me, let me know, if I am impressed then we can play :)","1.68m (5' 6"")",Dark brown,More than one
Righty,33,Lavendon,https://juicy-adult.com/#/public/Hkcx52Ebkeb,"If you are a prick, don't message me I will not respond.","1.58m (5' 2"")",Black,More than one
Tammygirl,34,Faversham,https://juicy-adult.com/#/public/B1cxzwEZkgb,I may look like a kitten but I am a tiger!!!,"1.60m (5' 3"")",Black,Tattoo
ravingfanatic,26,Faversham,https://juicy-adult.com/#/public/HJqMzEWylZ,I am a party animal! Would you like to come party with me? xx,"1.63m (5' 4"")",Black,Tattoo
AboveTheRest,26,Bicester,https://juicy-adult.com/#/public/SJgzCv-1xb,Not living with my boyfriend anymore but I am kinda meant to be still seeing him. He doesn't give me everything I need so here I am....,"1.71m (5' 7"")",Dark brown,Piercing
SoapAndSuds,26,Bicester,https://juicy-adult.com/#/public/ByzgcEu-JgW,"Nothing more relaxing for the body than I nice hot bath with lots of bubbles...well, a sensual massage afterwards would be prefect! Anyone interested?","1.68m (5' 6"")",Auburn/Red,Earrings
Lucyloo,32,Bicester,https://juicy-adult.com/#/public/Sy-g4p7Zyg-,"Hi I am Lucy, I love going to motor shows, cooking, watching movies and spending time with family. Say hi and lets learn more about each othet","1.63m (5' 4"")",Light brown,Earrings
sxysabe,32,Abingdon,https://juicy-adult.com/#/public/HkJWbQ4-klZ,"Well oh well I really don't know what will come out of this but I am ready to find out, I am open minded and easy going. Looking forward to this","1.65m (5' 5"")",Dark blonde,Earrings
MysticBabe,28,Oxford,https://juicy-adult.com/#/public/ryngQE-1lZ,"I am in shape, and am a professional in the bedroom, if you know what I mean :)","1.66m (5' 5"")",Light brown,Earrings
hardnippies,35,Oxford,https://juicy-adult.com/#/public/rJTxujfWJlW,"I'm a single divorced woman, hoping to find mature guys here who would love to engage in a sexual relationship, without all the other hastles of a serious relationship. Just blow my mind!","1.65m (5' 5"")",Dark brown,Earrings
Wellwell,34,Oxford,https://juicy-adult.com/#/public/r18wT4Zyg-,"I'm a horny, dirty-minded pervert, I hope that's not a problem for you! ;)","1.68m (5' 6"")",Blonde,None
SexyBlue,24,Oxford,https://juicy-adult.com/#/public/ByK8fdbJlW,I'm looking to meet a mature man for a mutual benefit relationship. Exclusive and discreet I should add. Text me if you are interested!,"1.65m (5' 5"")",Black,Piercing
Mideary,25,Oxford,https://juicy-adult.com/#/public/HJitg4-kx-,"I'm looking for a man who will like my A cup boobs. I would like him to teach me new things and when I make mistakes, to spank me so that I learn. He must look forward to spanking me.","1.68m (5' 6"")",Light brown,Earrings
rampantrage,28,Oxford,https://juicy-adult.com/#/public/BkngBfEWkx-,I'm young free and single! Come and say hello :),"1.62m (5' 4"")",Dark brown,Earrings
Upsly,24,Oxford,https://juicy-adult.com/#/public/rk2KVuWyeb,"Hello, are you horny and lonely, then I am also in the same situation, message me and lets see if we are sexually compatible","1.68m (5' 6"")",Dark blonde,Earrings
distortedmind,30,Oxford,https://juicy-adult.com/#/public/HJb-sdMWyg-,I'm not confused in what I want. My minds just distorted because I don't know why I have these dirty thoughts. Good girl acting bad springs to mind...,"1.72m (5' 8"")",Dark blonde,More than one
